,max_r2,min_r2,avg_r2,max_mape,min_mape,avg_mape,max_mse,min_mse,avg_mse,Parameter,Model
0,0.027459548927412578,-0.12317483487542495,-0.04785764297400619,0.005251706682328926,0.004420744141089764,0.004836225411709345,0.08270185884861628,0.05710708735015324,0.06990447309938476,Температура_dinam_fact,Fedot
