,max_r2,min_r2,avg_r2,max_mape,min_mape,avg_mape,max_mse,min_mse,avg_mse,parameter,model
0,0.18087681418176454,0.16040509990748603,0.17064095704462529,0.004566647046392461,0.003830251702272719,0.00419844937433259,0.0677098982805544,0.04340513134313658,0.055557514811845496,Температура_dinam_fact,Fedot
