,max_r2,min_r2,avg_r2,max_mape,min_mape,avg_mape,max_mse,min_mse,avg_mse,parameter,model
0,0.3284251781205376,0.2876664731225902,0.3080458256215639,0.004188709307803584,0.0033872666678677237,0.003787987987835654,0.05655509993090012,0.03477642031656533,0.045665760123732725,Температура_dinam_fact,Fedot
0,0.5869039338511443,0.3266148385747957,0.45675938621296996,0.5099021421757758,0.3153031382477821,0.41260264021177895,45.80159652385216,9.695048142548742,27.748322333200452,Билирубин общий_dinam_fact,Fedot
0,0.41433495172683055,0.28404606370334284,0.3491905077150867,0.23532318905110028,0.1794563982598329,0.2073897936554666,31708.512734094566,7184.7724200034245,19446.642577048995,Лактатдегидрогеназа_dinam_fact,Fedot
